1,1
2,11
3,12
4,17
5,19
6,25
7,29
8,30
9,35
10,41
11,42
12,47
13,52
14,53
15,58
16,69
17,70
18,74
19,78
20,84
21,99
22,101
23,103
24,112
25,115
26,121
27,123
28,137
29,140
30,142
31,154
32,156
33,168
34,170
35,171
36,173
37,176
38,179
39,183
40,184
41,186
42,187
43,188
44,189
45,191
46,195
47,197
48,202
49,203
50,206
51,207
52,212
53,216
54,220
55,222
56,225
57,227
58,230
59,234
60,245
61,251
62,256
63,257
64,262
65,271
66,273
67,277
68,282
69,283
70,286
71,294
72,295
73,304
74,307
75,329
76,330
77,334
78,338
79,339
80,344
81,345
82,346
83,347
84,354
85,360
86,369
87,370
88,372
89,377
90,397
91,409
92,411
93,413
94,418
95,420
96,421
97,423
98,427
99,435
100,439
101,441
102,442
103,453
104,455
105,462
106,464
107,467
108,484
109,494
110,496
111,497
112,498
113,501
114,503
115,504
116,505
117,511
118,518
119,520
120,522
121,536
122,540
123,544
124,549
125,552
126,553
127,558
128,563
129,567
130,569
131,572
132,588
133,595
134,600
135,606
136,610
137,632
138,634
139,635
140,636
141,644
142,645
143,649
144,662
145,663
146,666
147,670
148,675
149,678
150,679
151,685
152,688
153,689
154,694
155,704
156,712
157,713
158,717
159,720
160,728
161,729
162,739
163,740
164,743
165,753
166,760
167,766
168,767
169,772
170,781
171,790
172,801
173,802
174,806
175,816
176,820
177,823
178,825
179,827
180,829
181,830
182,836
183,844
184,845
185,846
186,847
187,856
188,857
189,858
190,863
191,866
192,867
193,869
194,878
195,881
196,887
197,891
198,907
199,911
200,912
201,923
202,924
203,927
204,928
205,932
206,935
207,946
208,950
209,951
210,954
211,955
212,959
213,961
214,964
215,965
216,974
217,984
218,986
219,996
220,997
221,999
222,8
223,9
224,44
225,45
226,50
227,56
228,73
229,79
230,80
231,82
232,89
233,90
234,126
235,128
236,129
237,135
238,165
239,174
240,198
241,205
242,213
243,214
244,228
245,243
246,246
247,252
248,260
249,265
250,280
251,312
252,342
253,365
254,374
255,390
256,433
257,434
258,436
259,463
260,474
261,513
262,527
263,566
264,571
265,638
266,643
267,651
268,655
269,665
270,673
271,692
272,693
273,695
274,696
275,700
276,709
277,710
278,711
279,747
280,757
281,759
282,780
283,782
284,796
285,797
286,804
287,808
288,809
289,811
290,812
291,815
292,826
293,841
294,855
295,859
296,875
297,892
298,905
299,933
300,952
301,953
302,960
303,970
304,971
305,972
306,992
307,993
308,994
309,33
310,237
311,244
312,284
313,289
314,296
315,297
316,792
317,902
318,13
319,14
320,31
321,60
322,76
323,92
324,95
325,146
326,147
327,199
328,200
329,204
330,224
331,226
332,229
333,235
334,247
335,250
336,279
337,287
338,288
339,311
340,333
341,379
342,395
343,416
344,432
345,486
346,512
347,545
348,547
349,561
350,599
351,601
352,633
353,671
354,674
355,676
356,677
357,680
358,681
359,682
360,683
361,698
362,699
363,703
364,705
365,714
366,748
367,749
368,752
369,755
370,768
371,779
372,783
373,791
374,793
375,794
376,795
377,803
378,860
379,877
380,883
381,895
382,901
383,916
384,917
385,918
386,919
387,920
388,921
389,929
390,991
391,2
392,37
393,39
394,55
395,71
396,83
397,160
398,164
399,185
400,193
401,221
402,270
403,272
404,293
405,319
406,327
407,352
408,366
409,371
410,407
411,446
412,456
413,472
414,507
415,508
416,514
417,531
418,560
419,585
420,612
421,626
422,639
423,640
424,667
425,716
426,727
427,758
428,761
429,862
430,865
431,884
432,899
433,903
434,941
435,967
436,100
437,210
438,4
439,10
440,24
441,28
442,46
443,49
444,64
445,66
446,75
447,86
448,96
449,109
450,113
451,117
452,119
453,124
454,125
455,130
456,132
457,139
458,149
459,163
460,167
461,172
462,175
463,190
464,196
465,209
466,241
467,261
468,267
469,300
470,301
471,303
472,306
473,315
474,317
475,318
476,321
477,343
478,364
479,367
480,375
481,380
482,381
483,382
484,385
485,391
486,399
487,401
488,406
489,410
490,431
491,443
492,449
493,466
494,476
495,479
496,482
497,491
498,506
499,516
500,538
501,546
502,550
503,556
504,575
505,583
506,593
507,594
508,597
509,598
510,605
511,608
512,625
513,631
514,656
515,657
516,658
517,686
518,701
519,721
520,722
521,723
522,725
523,746
524,773
525,785
526,798
527,800
528,805
529,807
530,810
531,814
532,861
533,876
534,893
535,900
536,904
537,922
538,947
539,956
540,968
541,977
542,978
543,979
544,981
545,985
546,1000
547,77
548,85
549,94
550,107
551,114
552,133
553,143
554,151
555,155
556,192
557,201
558,223
559,231
560,232
561,249
562,259
563,281
564,302
565,326
566,349
567,355
568,356
569,384
570,448
571,458
572,488
573,495
574,525
575,526
